TIC_ID,Label_Name,Label_Idx
TIC_SYNTH_66,blend_or_contamination,2
TIC_SYNTH_67,stellar_variability,3
TIC_SYNTH_68,noise_no_signal,4
TIC_SYNTH_69,eclipsing_binary,1
TIC_SYNTH_70,planet_transit,0
TIC_SYNTH_71,planet_transit,0
TIC_SYNTH_72,eclipsing_binary,1
TIC_SYNTH_73,noise_no_signal,4
TIC_SYNTH_74,blend_or_contamination,2
TIC_SYNTH_75,stellar_variability,3
TIC_SYNTH_76,planet_transit,0
TIC_SYNTH_77,planet_transit,0
TIC_SYNTH_78,eclipsing_binary,1
TIC_SYNTH_79,stellar_variability,3
TIC_SYNTH_80,noise_no_signal,4
TIC_SYNTH_81,noise_no_signal,4
TIC_SYNTH_82,eclipsing_binary,1
TIC_SYNTH_83,noise_no_signal,4
TIC_SYNTH_84,stellar_variability,3
TIC_SYNTH_85,noise_no_signal,4
TIC_SYNTH_86,noise_no_signal,4
TIC_SYNTH_87,stellar_variability,3
TIC_SYNTH_88,eclipsing_binary,1
TIC_SYNTH_89,eclipsing_binary,1
TIC_SYNTH_90,planet_transit,0
TIC_SYNTH_91,noise_no_signal,4
TIC_SYNTH_92,planet_transit,0
TIC_SYNTH_93,blend_or_contamination,2
TIC_SYNTH_94,blend_or_contamination,2
TIC_SYNTH_95,blend_or_contamination,2
TIC_SYNTH_96,stellar_variability,3
TIC_SYNTH_97,planet_transit,0
TIC_SYNTH_98,stellar_variability,3
TIC_SYNTH_99,planet_transit,0
TIC_SYNTH_100,blend_or_contamination,2
TIC_SYNTH_101,planet_transit,0
TIC_SYNTH_102,planet_transit,0
TIC_SYNTH_103,stellar_variability,3
TIC_SYNTH_104,stellar_variability,3
TIC_SYNTH_105,noise_no_signal,4
TIC_SYNTH_106,eclipsing_binary,1
TIC_SYNTH_107,noise_no_signal,4
TIC_SYNTH_108,noise_no_signal,4
TIC_SYNTH_109,noise_no_signal,4
TIC_SYNTH_110,stellar_variability,3
TIC_SYNTH_111,eclipsing_binary,1
TIC_SYNTH_112,noise_no_signal,4
TIC_SYNTH_113,noise_no_signal,4
TIC_SYNTH_114,blend_or_contamination,2
TIC_SYNTH_115,noise_no_signal,4
TIC_SYNTH_116,planet_transit,0
TIC_SYNTH_117,eclipsing_binary,1
TIC_SYNTH_118,planet_transit,0
TIC_SYNTH_119,eclipsing_binary,1
TIC_SYNTH_120,eclipsing_binary,1
TIC_SYNTH_121,planet_transit,0
TIC_SYNTH_122,noise_no_signal,4
TIC_SYNTH_123,eclipsing_binary,1
TIC_SYNTH_124,planet_transit,0
TIC_SYNTH_125,eclipsing_binary,1
TIC_SYNTH_126,stellar_variability,3
TIC_SYNTH_127,blend_or_contamination,2
TIC_SYNTH_128,blend_or_contamination,2
TIC_SYNTH_129,blend_or_contamination,2
TIC_SYNTH_130,planet_transit,0
TIC_SYNTH_131,planet_transit,0
TIC_SYNTH_132,stellar_variability,3
TIC_SYNTH_133,eclipsing_binary,1
TIC_SYNTH_134,blend_or_contamination,2
TIC_SYNTH_135,eclipsing_binary,1
TIC_SYNTH_136,noise_no_signal,4
TIC_SYNTH_137,planet_transit,0
TIC_SYNTH_138,stellar_variability,3
TIC_SYNTH_139,stellar_variability,3
TIC_SYNTH_140,planet_transit,0
TIC_SYNTH_141,planet_transit,0
TIC_SYNTH_142,blend_or_contamination,2
TIC_SYNTH_143,planet_transit,0
TIC_SYNTH_144,planet_transit,0
TIC_SYNTH_145,noise_no_signal,4
TIC_SYNTH_146,planet_transit,0
TIC_SYNTH_147,stellar_variability,3
TIC_SYNTH_148,noise_no_signal,4
TIC_SYNTH_149,noise_no_signal,4
TIC_SYNTH_150,planet_transit,0
TIC_SYNTH_151,planet_transit,0
TIC_SYNTH_152,noise_no_signal,4
TIC_SYNTH_153,eclipsing_binary,1
TIC_SYNTH_154,noise_no_signal,4
TIC_SYNTH_155,planet_transit,0
TIC_SYNTH_156,noise_no_signal,4
TIC_SYNTH_157,blend_or_contamination,2
TIC_SYNTH_158,noise_no_signal,4
TIC_SYNTH_159,noise_no_signal,4
TIC_SYNTH_160,planet_transit,0
TIC_SYNTH_161,noise_no_signal,4
TIC_SYNTH_162,stellar_variability,3
TIC_SYNTH_163,stellar_variability,3
TIC_SYNTH_164,planet_transit,0
TIC_SYNTH_165,planet_transit,0
TIC_SYNTH_166,eclipsing_binary,1
TIC_SYNTH_167,planet_transit,0
TIC_SYNTH_168,eclipsing_binary,1
TIC_SYNTH_169,planet_transit,0
TIC_SYNTH_170,stellar_variability,3
TIC_SYNTH_171,eclipsing_binary,1
TIC_SYNTH_172,blend_or_contamination,2
TIC_SYNTH_173,eclipsing_binary,1
TIC_SYNTH_174,noise_no_signal,4
TIC_SYNTH_175,noise_no_signal,4
TIC_SYNTH_176,stellar_variability,3
TIC_SYNTH_177,stellar_variability,3
TIC_SYNTH_178,noise_no_signal,4
TIC_SYNTH_179,noise_no_signal,4
TIC_SYNTH_180,blend_or_contamination,2
TIC_SYNTH_181,eclipsing_binary,1
TIC_SYNTH_182,noise_no_signal,4
TIC_SYNTH_183,stellar_variability,3
TIC_SYNTH_184,planet_transit,0
TIC_SYNTH_185,blend_or_contamination,2
TIC_SYNTH_186,stellar_variability,3
TIC_SYNTH_187,blend_or_contamination,2
TIC_SYNTH_188,eclipsing_binary,1
TIC_SYNTH_189,blend_or_contamination,2
TIC_SYNTH_190,eclipsing_binary,1
TIC_SYNTH_191,stellar_variability,3
TIC_SYNTH_192,noise_no_signal,4
TIC_SYNTH_193,stellar_variability,3
TIC_SYNTH_194,blend_or_contamination,2
TIC_SYNTH_195,noise_no_signal,4
TIC_SYNTH_196,blend_or_contamination,2
TIC_SYNTH_197,stellar_variability,3
TIC_SYNTH_198,noise_no_signal,4
TIC_SYNTH_199,planet_transit,0
TIC_SYNTH_200,stellar_variability,3
TIC_SYNTH_201,blend_or_contamination,2
TIC_SYNTH_202,planet_transit,0
TIC_SYNTH_203,blend_or_contamination,2
TIC_SYNTH_204,blend_or_contamination,2
TIC_SYNTH_205,blend_or_contamination,2
TIC_SYNTH_206,planet_transit,0
TIC_SYNTH_207,stellar_variability,3
TIC_SYNTH_208,eclipsing_binary,1
TIC_SYNTH_209,planet_transit,0
TIC_SYNTH_210,planet_transit,0
TIC_SYNTH_211,blend_or_contamination,2
TIC_SYNTH_212,noise_no_signal,4
TIC_SYNTH_213,stellar_variability,3
TIC_SYNTH_214,stellar_variability,3
TIC_SYNTH_215,stellar_variability,3
TIC_SYNTH_216,planet_transit,0
TIC_SYNTH_217,blend_or_contamination,2
TIC_SYNTH_218,eclipsing_binary,1
TIC_SYNTH_219,planet_transit,0
TIC_SYNTH_220,noise_no_signal,4
TIC_SYNTH_221,blend_or_contamination,2
TIC_SYNTH_222,stellar_variability,3
TIC_SYNTH_223,stellar_variability,3
TIC_SYNTH_224,stellar_variability,3
TIC_SYNTH_225,planet_transit,0
TIC_SYNTH_226,stellar_variability,3
TIC_SYNTH_227,blend_or_contamination,2
TIC_SYNTH_228,stellar_variability,3
TIC_SYNTH_229,eclipsing_binary,1
TIC_SYNTH_230,blend_or_contamination,2
TIC_SYNTH_231,noise_no_signal,4
TIC_SYNTH_232,eclipsing_binary,1
TIC_SYNTH_233,stellar_variability,3
TIC_SYNTH_234,blend_or_contamination,2
TIC_SYNTH_235,blend_or_contamination,2
TIC_SYNTH_236,eclipsing_binary,1
TIC_SYNTH_237,blend_or_contamination,2
TIC_SYNTH_238,eclipsing_binary,1
TIC_SYNTH_239,blend_or_contamination,2
TIC_SYNTH_240,eclipsing_binary,1
TIC_SYNTH_241,eclipsing_binary,1
TIC_SYNTH_242,eclipsing_binary,1
TIC_SYNTH_243,blend_or_contamination,2
TIC_SYNTH_244,planet_transit,0
TIC_SYNTH_245,stellar_variability,3
TIC_SYNTH_246,noise_no_signal,4
TIC_SYNTH_247,planet_transit,0
TIC_SYNTH_248,planet_transit,0
TIC_SYNTH_249,blend_or_contamination,2
TIC_SYNTH_250,noise_no_signal,4
TIC_SYNTH_251,blend_or_contamination,2
TIC_SYNTH_252,stellar_variability,3
TIC_SYNTH_253,noise_no_signal,4
TIC_SYNTH_254,eclipsing_binary,1
TIC_SYNTH_255,planet_transit,0
TIC_SYNTH_256,noise_no_signal,4
TIC_SYNTH_257,blend_or_contamination,2
TIC_SYNTH_258,noise_no_signal,4
TIC_SYNTH_259,eclipsing_binary,1
TIC_SYNTH_260,eclipsing_binary,1
TIC_SYNTH_261,planet_transit,0
TIC_SYNTH_262,noise_no_signal,4
TIC_SYNTH_263,stellar_variability,3
TIC_SYNTH_264,noise_no_signal,4
TIC_SYNTH_265,eclipsing_binary,1
TIC_SYNTH_266,planet_transit,0
TIC_SYNTH_267,eclipsing_binary,1
TIC_SYNTH_268,stellar_variability,3
TIC_SYNTH_269,noise_no_signal,4
TIC_SYNTH_270,planet_transit,0
TIC_SYNTH_271,eclipsing_binary,1
TIC_SYNTH_272,planet_transit,0
TIC_SYNTH_273,planet_transit,0
TIC_SYNTH_274,stellar_variability,3
TIC_SYNTH_275,noise_no_signal,4
TIC_SYNTH_276,planet_transit,0
TIC_SYNTH_277,stellar_variability,3
TIC_SYNTH_278,stellar_variability,3
TIC_SYNTH_279,blend_or_contamination,2
TIC_SYNTH_280,blend_or_contamination,2
TIC_SYNTH_281,blend_or_contamination,2
TIC_SYNTH_282,blend_or_contamination,2
TIC_SYNTH_283,planet_transit,0
TIC_SYNTH_284,planet_transit,0
TIC_SYNTH_285,stellar_variability,3
TIC_SYNTH_286,stellar_variability,3
TIC_SYNTH_287,planet_transit,0
TIC_SYNTH_288,stellar_variability,3
TIC_SYNTH_289,noise_no_signal,4
TIC_SYNTH_290,eclipsing_binary,1
TIC_SYNTH_291,stellar_variability,3
TIC_SYNTH_292,stellar_variability,3
TIC_SYNTH_293,stellar_variability,3
TIC_SYNTH_294,noise_no_signal,4
TIC_SYNTH_295,stellar_variability,3
TIC_SYNTH_296,eclipsing_binary,1
TIC_SYNTH_297,planet_transit,0
TIC_SYNTH_298,stellar_variability,3
TIC_SYNTH_299,eclipsing_binary,1
TIC_SYNTH_300,noise_no_signal,4
TIC_SYNTH_301,noise_no_signal,4
TIC_SYNTH_302,stellar_variability,3
TIC_SYNTH_303,eclipsing_binary,1
TIC_SYNTH_304,blend_or_contamination,2
TIC_SYNTH_305,stellar_variability,3
TIC_SYNTH_306,stellar_variability,3
TIC_SYNTH_307,stellar_variability,3
TIC_SYNTH_308,planet_transit,0
TIC_SYNTH_309,planet_transit,0
TIC_SYNTH_310,stellar_variability,3
TIC_SYNTH_311,eclipsing_binary,1
TIC_SYNTH_312,blend_or_contamination,2
TIC_SYNTH_313,blend_or_contamination,2
TIC_SYNTH_314,eclipsing_binary,1
TIC_SYNTH_315,blend_or_contamination,2
TIC_SYNTH_316,noise_no_signal,4
TIC_SYNTH_317,noise_no_signal,4
TIC_SYNTH_318,blend_or_contamination,2
TIC_SYNTH_319,planet_transit,0
TIC_SYNTH_320,stellar_variability,3
TIC_SYNTH_321,planet_transit,0
TIC_SYNTH_322,stellar_variability,3
TIC_SYNTH_323,eclipsing_binary,1
TIC_SYNTH_324,eclipsing_binary,1
TIC_SYNTH_325,eclipsing_binary,1
TIC_SYNTH_326,blend_or_contamination,2
TIC_SYNTH_327,stellar_variability,3
TIC_SYNTH_328,eclipsing_binary,1
TIC_SYNTH_329,eclipsing_binary,1
TIC_SYNTH_330,planet_transit,0
TIC_SYNTH_331,eclipsing_binary,1
TIC_SYNTH_332,blend_or_contamination,2
TIC_SYNTH_333,blend_or_contamination,2
TIC_SYNTH_334,eclipsing_binary,1
TIC_SYNTH_335,eclipsing_binary,1
TIC_SYNTH_336,blend_or_contamination,2
TIC_SYNTH_337,noise_no_signal,4
TIC_SYNTH_338,stellar_variability,3
TIC_SYNTH_339,noise_no_signal,4
TIC_SYNTH_340,noise_no_signal,4
TIC_SYNTH_341,eclipsing_binary,1
TIC_SYNTH_342,blend_or_contamination,2
TIC_SYNTH_343,blend_or_contamination,2
TIC_SYNTH_344,stellar_variability,3
TIC_SYNTH_345,blend_or_contamination,2
TIC_SYNTH_346,blend_or_contamination,2
TIC_SYNTH_347,planet_transit,0
TIC_SYNTH_348,stellar_variability,3
TIC_SYNTH_349,blend_or_contamination,2
TIC_SYNTH_350,noise_no_signal,4
TIC_SYNTH_351,stellar_variability,3
TIC_SYNTH_352,stellar_variability,3
TIC_SYNTH_353,planet_transit,0
TIC_SYNTH_354,stellar_variability,3
TIC_SYNTH_355,planet_transit,0
TIC_SYNTH_356,eclipsing_binary,1
TIC_SYNTH_357,planet_transit,0
TIC_SYNTH_358,stellar_variability,3
TIC_SYNTH_359,planet_transit,0
TIC_SYNTH_360,blend_or_contamination,2
TIC_SYNTH_361,eclipsing_binary,1
TIC_SYNTH_362,stellar_variability,3
TIC_SYNTH_363,noise_no_signal,4
TIC_SYNTH_364,noise_no_signal,4
TIC_SYNTH_365,stellar_variability,3
TIC_SYNTH_366,planet_transit,0
TIC_SYNTH_367,planet_transit,0
TIC_SYNTH_368,eclipsing_binary,1
TIC_SYNTH_369,blend_or_contamination,2
TIC_SYNTH_370,eclipsing_binary,1
TIC_SYNTH_371,noise_no_signal,4
TIC_SYNTH_372,stellar_variability,3
TIC_SYNTH_373,eclipsing_binary,1
TIC_SYNTH_374,stellar_variability,3
TIC_SYNTH_375,noise_no_signal,4
TIC_SYNTH_376,planet_transit,0
TIC_SYNTH_377,planet_transit,0
TIC_SYNTH_378,eclipsing_binary,1
TIC_SYNTH_379,noise_no_signal,4
TIC_SYNTH_380,planet_transit,0
TIC_SYNTH_381,eclipsing_binary,1
TIC_SYNTH_382,eclipsing_binary,1
TIC_SYNTH_383,planet_transit,0
TIC_SYNTH_384,noise_no_signal,4
TIC_SYNTH_385,blend_or_contamination,2
TIC_SYNTH_386,blend_or_contamination,2
TIC_SYNTH_387,planet_transit,0
TIC_SYNTH_388,planet_transit,0
TIC_SYNTH_389,stellar_variability,3
TIC_SYNTH_390,noise_no_signal,4
TIC_SYNTH_391,eclipsing_binary,1
TIC_SYNTH_392,stellar_variability,3
TIC_SYNTH_393,planet_transit,0
TIC_SYNTH_394,noise_no_signal,4
TIC_SYNTH_395,planet_transit,0
TIC_SYNTH_396,stellar_variability,3
TIC_SYNTH_397,noise_no_signal,4
TIC_SYNTH_398,planet_transit,0
TIC_SYNTH_399,noise_no_signal,4
TIC_SYNTH_400,blend_or_contamination,2
TIC_SYNTH_401,noise_no_signal,4
TIC_SYNTH_402,planet_transit,0
TIC_SYNTH_403,blend_or_contamination,2
TIC_SYNTH_404,stellar_variability,3
TIC_SYNTH_405,planet_transit,0
TIC_SYNTH_406,noise_no_signal,4
TIC_SYNTH_407,eclipsing_binary,1
TIC_SYNTH_408,eclipsing_binary,1
TIC_SYNTH_409,noise_no_signal,4
TIC_SYNTH_410,noise_no_signal,4
TIC_SYNTH_411,planet_transit,0
TIC_SYNTH_412,stellar_variability,3
TIC_SYNTH_413,noise_no_signal,4
TIC_SYNTH_414,noise_no_signal,4
TIC_SYNTH_415,blend_or_contamination,2
TIC_SYNTH_416,planet_transit,0
TIC_SYNTH_417,stellar_variability,3
TIC_SYNTH_418,noise_no_signal,4
TIC_SYNTH_419,eclipsing_binary,1
TIC_SYNTH_420,noise_no_signal,4
TIC_SYNTH_421,planet_transit,0
TIC_SYNTH_422,planet_transit,0
TIC_SYNTH_423,planet_transit,0
TIC_SYNTH_424,planet_transit,0
TIC_SYNTH_425,stellar_variability,3
TIC_SYNTH_426,eclipsing_binary,1
TIC_SYNTH_427,eclipsing_binary,1
TIC_SYNTH_428,eclipsing_binary,1
TIC_SYNTH_429,planet_transit,0
TIC_SYNTH_430,noise_no_signal,4
TIC_SYNTH_431,stellar_variability,3
TIC_SYNTH_432,blend_or_contamination,2
TIC_SYNTH_433,stellar_variability,3
TIC_SYNTH_434,blend_or_contamination,2
TIC_SYNTH_435,blend_or_contamination,2
TIC_SYNTH_436,blend_or_contamination,2
TIC_SYNTH_437,noise_no_signal,4
TIC_SYNTH_438,eclipsing_binary,1
TIC_SYNTH_439,stellar_variability,3
TIC_SYNTH_440,blend_or_contamination,2
TIC_SYNTH_441,planet_transit,0
TIC_SYNTH_442,eclipsing_binary,1
TIC_SYNTH_443,noise_no_signal,4
TIC_SYNTH_444,noise_no_signal,4
TIC_SYNTH_445,eclipsing_binary,1
TIC_SYNTH_446,noise_no_signal,4
TIC_SYNTH_447,noise_no_signal,4
TIC_SYNTH_448,stellar_variability,3
TIC_SYNTH_449,stellar_variability,3
TIC_SYNTH_450,blend_or_contamination,2
TIC_SYNTH_451,blend_or_contamination,2
TIC_SYNTH_452,blend_or_contamination,2
TIC_SYNTH_453,eclipsing_binary,1
TIC_SYNTH_454,planet_transit,0
TIC_SYNTH_455,blend_or_contamination,2
TIC_SYNTH_456,planet_transit,0
TIC_SYNTH_457,noise_no_signal,4
TIC_SYNTH_458,blend_or_contamination,2
TIC_SYNTH_459,eclipsing_binary,1
TIC_SYNTH_460,eclipsing_binary,1
TIC_SYNTH_461,noise_no_signal,4
TIC_SYNTH_462,blend_or_contamination,2
TIC_SYNTH_463,planet_transit,0
TIC_SYNTH_464,stellar_variability,3
TIC_SYNTH_465,planet_transit,0
TIC_SYNTH_466,eclipsing_binary,1
TIC_SYNTH_467,noise_no_signal,4
TIC_SYNTH_468,blend_or_contamination,2
TIC_SYNTH_469,noise_no_signal,4
TIC_SYNTH_470,eclipsing_binary,1
TIC_SYNTH_471,stellar_variability,3
TIC_SYNTH_472,planet_transit,0
TIC_SYNTH_473,eclipsing_binary,1
TIC_SYNTH_474,eclipsing_binary,1
TIC_SYNTH_475,planet_transit,0
TIC_SYNTH_476,noise_no_signal,4
TIC_SYNTH_477,eclipsing_binary,1
TIC_SYNTH_478,stellar_variability,3
TIC_SYNTH_479,eclipsing_binary,1
TIC_SYNTH_480,blend_or_contamination,2
TIC_SYNTH_481,noise_no_signal,4
TIC_SYNTH_482,blend_or_contamination,2
TIC_SYNTH_483,planet_transit,0
TIC_SYNTH_484,noise_no_signal,4
TIC_SYNTH_485,eclipsing_binary,1
TIC_SYNTH_486,noise_no_signal,4
TIC_SYNTH_487,stellar_variability,3
TIC_SYNTH_488,stellar_variability,3
TIC_SYNTH_489,blend_or_contamination,2
TIC_SYNTH_490,planet_transit,0
TIC_SYNTH_491,stellar_variability,3
TIC_SYNTH_492,eclipsing_binary,1
TIC_SYNTH_493,planet_transit,0
TIC_SYNTH_494,eclipsing_binary,1
TIC_SYNTH_495,eclipsing_binary,1
TIC_SYNTH_496,planet_transit,0
TIC_SYNTH_497,noise_no_signal,4
TIC_SYNTH_498,planet_transit,0
TIC_SYNTH_499,blend_or_contamination,2
